"Auto_Italienische_Reise.11f7b.0" "Drama_Die_Mitschuldigen.11hb1.0" "Drama_Egmont.11g9w.0" "Drama_Faust_Der_Trag_die_zweiter_Teil.11d11.0" "Drama_Faust_in_urspr_nglicher_Gestalt_.11f7n.0" "Drama_G_tter_Helden_und_Wieland.11h60.0" "Drama_G_tz_von_Berlichingen_mit_der_eisernen_Hand.11g1d.0" "Drama_Iphigenie_auf_Tauris.11f78.0" "Drama_Prometheus.11gx9.0" "Drama_Satyros_oder_der_verg_tterte_Waldteufel.11gn9.0" "Lyrik_Elegien_1.11df4.0" "Lyrik_Elegien_2_Alexis_und_Dora.11g90.0" "Lyrik_Elegien_2_Der_neue_Pausias_und_sein_Blumenm_dchen.11g73.0" "Lyrik_Elegien_2_Euphrosyne.11ft0.0" "Lyrik_Gott_Gem_t_und_Welt.11hks.0" "Lyrik_Zahme_Xenien_4.11d4r.0" "Roman_Die_Leiden_des_jungen_Werther.11cvr.0" "Roman_Die_Wahlverwandtschaften.11hnp.0" "Roman_Wilhelm_Meisters_Lehrjahre.11d3w.0"
"frei" 0.0077634929507484 0 0.0425729545630467 0.0501410216233156 0.0561032299430953 0 0.0422297297297297 0.0263817438332674 0.0912408759124088 0.0640614990390775 0 0 0 0 0 0.0943841434638981 0.00507047966737653 0.00883347635152188 0.0123383166423328
"geschichte" 0.0131979380162723 0 0.00774053719328121 0 0 0.0271739130434783 0.00351914414414414 0 0 0 0 0 0 0 0 0 0.038028597505324 0.0100954015445964 0.0323880811861235
"gutes" 0.019408732376871 0.0399095383796727 0.0116108057899218 0.0146244646401337 0 0 0.0175957207207207 0.0593589236248516 0 0 0 0 0 0 0 0 0.0101409593347531 0.0214527282822674 0.0174792819099714
"schwester" 0.0038817464753742 0 0 0 0.0080147471347279 0 0.0387105855855856 0.145099591082971 0 0 0 0 0 0 0 0 0.0177466788358179 0.00126192519307455 0.0308457916058319
"ans" 0.0225141295571704 0.0133031794598909 0.0348324173697655 0.033427347748877 0.0160294942694558 0 0.0175957207207207 0.00659543595831684 0 0 0.0224618149146451 0 0 0 0.148148148148148 0.047192071731949 0.0253523983368827 0.0138811771238201 0.00976783400851344
"arm" 0.0077634929507484 0.0532127178395637 0.00774053719328121 0.0167136738744385 0.0641179770778232 0.0271739130434783 0.0175957207207207 0.0659543595831684 0 0.0960922485586163 0.0449236298292902 0.0677506775067751 0.145348837209302 0.0741289844329133 0 0 0.0202819186695061 0.011357326737671 0.0164510888564437
"diesmal" 0.0209614309670207 0.0266063589197818 0.0154810743865624 0.0188028831087433 0.0080147471347279 0 0.0175957207207207 0 0.0456204379562044 0 0.0449236298292902 0.0677506775067751 0 0 0 0 0 0.0265004290545656 0.0169651853832075
"gehört" 0.0248431774423949 0.0133031794598909 0.00774053719328121 0.0167136738744385 0.0080147471347279 0.0543478260869565 0.0387105855855856 0.00659543595831684 0 0 0.0224618149146451 0 0 0 0 0 0.0177466788358179 0.0252385038614911 0.0102819305352773
"menge" 0.0263958760325446 0 0.0116108057899218 0.0376057662174867 0 0 0.0175957207207207 0.0131908719166337 0 0.0320307495195388 0 0 0.145348837209302 0 0 0.0943841434638981 0 0.0164050275099692 0.0133665096958605
"vergnügen" 0.019408732376871 0 0.00387026859664061 0.00626762770291445 0 0 0.00351914414414414 0 0 0 0 0 0 0 0 0 0.0202819186695061 0.0239765786684165 0.0251907298114294
"wünsche" 0.0131979380162723 0 0.0116108057899218 0.00626762770291445 0 0 0 0.0263817438332674 0.0456204379562044 0 0 0 0 0 0 0.047192071731949 0.0329581178379475 0.0277623542476402 0.0215920541240823
"zeigte" 0.0108688901310478 0.0133031794598909 0.00387026859664061 0 0 0 0 0.00659543595831684 0 0 0 0 0 0 0 0 0.00253523983368827 0.0252385038614911 0.0349585638199428
"müsse" 0.0163033351965716 0 0.00774053719328121 0 0 0.0271739130434783 0 0 0 0 0 0 0 0 0 0 0.0126761991684413 0.0176669527030438 0.0318739846593596
"freiheit" 0.0108688901310478 0 0.104497252109296 0.00417841846860963 0.0320589885389116 0 0.0563063063063063 0.0263817438332674 0.0912408759124088 0 0 0 0 0 0 0 0.0101409593347531 0.00883347635152188 0.0123383166423328
"freundlich" 0.0131979380162723 0 0.0348324173697655 0.0188028831087433 0.0080147471347279 0 0.00351914414414414 0.0527634876665348 0 0 0.0224618149146451 0.0677506775067751 0.0726744186046512 0.22238695329874 0 0 0.00253523983368827 0.034071980213013 0.0128524131690966
"früh" 0.02406682814732 0.0931222562192364 0 0.022981301577353 0.0400737356736395 0 0.00351914414414414 0.00659543595831684 0 0 0.0224618149146451 0 0 0.0741289844329133 0 0 0.0101409593347531 0.0100954015445964 0.0174792819099714
"hält" 0.0155269859014968 0.0532127178395637 0.0348324173697655 0.0292489292802674 0.0480884828083674 0 0.0351914414414414 0.0263817438332674 0 0.0960922485586163 0.0898472596585804 0 0 0.0741289844329133 0.148148148148148 0.047192071731949 0.0126761991684413 0.0100954015445964 0.00719735137469411
"rat" 0.0038817464753742 0 0.0464432231596873 0.0188028831087433 0.0160294942694558 0 0.105574324324324 0.112122411291386 0 0 0.0449236298292902 0 0 0 0 0.047192071731949 0.00253523983368827 0.00883347635152188 0.00925373748174957
"voll" 0.0178560337867213 0.0532127178395637 0.00774053719328121 0.0250705108116578 0.0480884828083674 0.0271739130434783 0.024634009009009 0.0527634876665348 0 0.0640614990390775 0.0449236298292902 0 0.0726744186046512 0 0 0.047192071731949 0.0354933576716357 0.00504770077229822 0.00873964095498571
"felsen" 0.0411465126389665 0 0.00387026859664061 0.022981301577353 0.0160294942694558 0 0.00351914414414414 0.00659543595831684 0 0 0.0449236298292902 0 0 0.148257968865827 0 0 0.038028597505324 0.0138811771238201 0.00205638610705546
"haupt" 0.0038817464753742 0 0.0232216115798436 0.0480518123890108 0.0320589885389116 0.0543478260869565 0.0105574324324324 0.138504155124654 0.0912408759124088 0 0.0449236298292902 0.203252032520325 0.0726744186046512 0.0741289844329133 0 0 0.0101409593347531 0.0126192519307455 0.00822554442822184
"schauspieler" 0.00543444506552388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00126192519307455 0.0488391700425672
"schritt" 0.00698714365567356 0.0532127178395637 0.0425729545630467 0.033427347748877 0.0160294942694558 0 0.0175957207207207 0.0263817438332674 0 0.0640614990390775 0 0 0 0.0741289844329133 0 0 0.0177466788358179 0.0151431023168947 0.015422895802916
"charlotten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00253523983368827 0.12745444450053 0
"gespräch" 0.00698714365567356 0 0.00774053719328121 0.00208920923430482 0.0160294942694558 0 0 0.0131908719166337 0 0 0.0224618149146451 0 0 0 0 0 0.0228171585031944 0.034071980213013 0.0251907298114294
"grafen" 0.00155269859014968 0 0.0387026859664061 0 0 0 0.0105574324324324 0 0 0 0 0 0 0 0 0 0.0152114390021296 0.0214527282822674 0.0329021777128874
"hände" 0.0108688901310478 0.0133031794598909 0.00774053719328121 0.0104460461715241 0.0240442414041837 0 0.0316722972972973 0.0131908719166337 0.0456204379562044 0 0.0224618149146451 0.0677506775067751 0 0.0741289844329133 0 0 0.0228171585031944 0.0164050275099692 0.0205638610705546
"sage" 0.00853984224582324 0 0.0387026859664061 0.0313381385145722 0.0080147471347279 0.0543478260869565 0.0281531531531532 0.0659543595831684 0 0 0.0224618149146451 0 0.0726744186046512 0 0 0.141576215195847 0.0354933576716357 0.0100954015445964 0.00925373748174957
"führte" 0.0139742873113471 0.0133031794598909 0.00387026859664061 0.00626762770291445 0.0080147471347279 0 0.0281531531531532 0.0131908719166337 0 0 0 0 0 0 0 0 0.0076057195010648 0.0277623542476402 0.0215920541240823
"unserer" 0.0232904788522452 0 0.00774053719328121 0 0 0 0.0175957207207207 0 0 0 0 0.0677506775067751 0 0 0 0 0.0304228780042592 0.0176669527030438 0.019021571490263
"verlassen" 0.00853984224582324 0.0133031794598909 0.00774053719328121 0.00417841846860963 0.0080147471347279 0 0.0105574324324324 0.0131908719166337 0 0 0 0 0 0 0 0.047192071731949 0.0329581178379475 0.0252385038614911 0.0231343437043739
"weh" 0 0.119728615139018 0.0232216115798436 0.0376057662174867 0.136250701290374 0 0.0703828828828829 0.0461680517082179 0.182481751824818 0.416399743754004 0 0 0 0 0 0 0.0076057195010648 0.00126192519307455 0.0015422895802916
"würden" 0.0178560337867213 0 0.00774053719328121 0.0104460461715241 0.0080147471347279 0.0271739130434783 0.024634009009009 0.00659543595831684 0 0 0 0 0 0 0 0 0.0354933576716357 0.0151431023168947 0.0179933784367353
"anblick" 0.0372647661635923 0 0.00774053719328121 0.00208920923430482 0.0080147471347279 0 0.0105574324324324 0.00659543595831684 0 0 0 0 0 0 0 0 0.0076057195010648 0.0201908030891929 0.0128524131690966
"betragen" 0.0100925408359729 0 0.0270918801764842 0.00417841846860963 0.0080147471347279 0 0.00351914414414414 0 0 0 0 0 0 0 0 0 0.0177466788358179 0.0201908030891929 0.0272471159184849
"findet" 0.0333830196882181 0.0266063589197818 0.0154810743865624 0.0104460461715241 0.0160294942694558 0.0271739130434783 0.00703828828828829 0.00659543595831684 0 0 0.0224618149146451 0 0.0726744186046512 0 0 0 0.0177466788358179 0.022714653475342 0.00668325484793025
"glauben" 0.00543444506552388 0.0532127178395637 0.0232216115798436 0.0167136738744385 0.0160294942694558 0.0271739130434783 0.0105574324324324 0 0 0.0320307495195388 0.0224618149146451 0 0 0 0 0.047192071731949 0.0101409593347531 0.0189288778961183 0.0241625367579017
"maria" 0.0108688901310478 0 0 0.00208920923430482 0 0 0.292088963963964 0 0 0 0 0 0 0 0 0 0 0 0.00102819305352773
"nähe" 0.0326066703931433 0 0.0116108057899218 0.00626762770291445 0 0 0.0211148648648649 0.0197863078749505 0 0 0 0 0 0 0 0 0.00253523983368827 0.022714653475342 0.0123383166423328
"nunmehr" 0.0100925408359729 0 0 0.00417841846860963 0 0 0 0.00659543595831684 0 0 0 0 0 0 0 0 0.00253523983368827 0.0252385038614911 0.0323880811861235
"rechte" 0.00931619154089808 0 0.0503134917563279 0.0271597200459626 0.0160294942694558 0 0.0422297297297297 0.0197863078749505 0 0 0 0 0 0 0.148148148148148 0.047192071731949 0.00507047966737653 0.022714653475342 0.0118242201155689
"stellen" 0.0225141295571704 0 0.00774053719328121 0.00626762770291445 0.0160294942694558 0.0271739130434783 0.024634009009009 0 0 0 0 0 0 0 0 0.047192071731949 0.0101409593347531 0.0151431023168947 0.0200497645437907
"deinem" 0 0.0133031794598909 0.019351342983203 0.0438733939204011 0.0721327242125511 0.0543478260869565 0.0422297297297297 0.0593589236248516 0.0912408759124088 0.0320307495195388 0.0449236298292902 0.0677506775067751 0 0.22238695329874 0 0 0.0304228780042592 0.00252385038614911 0.00873964095498571
"feuer" 0.0077634929507484 0 0.00774053719328121 0.0396949754517915 0.0160294942694558 0 0.0387105855855856 0.0395726157499011 0.0456204379562044 0.0320307495195388 0.0224618149146451 0 0 0 0.296296296296296 0.047192071731949 0.0202819186695061 0.00504770077229822 0.0159369923296798
"nachdem" 0.0263958760325446 0 0.0116108057899218 0.00417841846860963 0 0 0 0 0 0 0 0 0 0 0 0 0.00507047966737653 0.0151431023168947 0.0236484402311378
"ordnung" 0.0186323830817962 0 0.0309621487731249 0.0104460461715241 0.0320589885389116 0 0.00703828828828829 0 0 0 0 0 0 0.0741289844329133 0 0 0.0202819186695061 0.0126192519307455 0.019021571490263
"sogar" 0.02406682814732 0 0.00774053719328121 0.0146244646401337 0.0160294942694558 0 0.00351914414414414 0.00659543595831684 0 0 0 0 0 0 0.148148148148148 0.047192071731949 0.00507047966737653 0.0239765786684165 0.0164510888564437
"zeiten" 0.0170796844916465 0 0.019351342983203 0.00835683693721926 0.0561032299430953 0.0271739130434783 0.0211148648648649 0.00659543595831684 0 0.0320307495195388 0.0449236298292902 0.0677506775067751 0 0 0 0.047192071731949 0.0177466788358179 0.0126192519307455 0.0159369923296798
"dahin" 0.0178560337867213 0 0.0154810743865624 0.0167136738744385 0.0240442414041837 0 0.00351914414414414 0.0131908719166337 0.0456204379562044 0 0 0.0677506775067751 0.0726744186046512 0.148257968865827 0 0 0.0278876381705709 0.0164050275099692 0.0143947027493882
"ewig" 0.00543444506552388 0 0.00774053719328121 0.0438733939204011 0.0641179770778232 0.0271739130434783 0 0.0329771797915842 0.182481751824818 0.0320307495195388 0.0449236298292902 0.13550135501355 0 0 0.444444444444444 0 0.0278876381705709 0.00378577557922366 0.0143947027493882
"keiner" 0.0124215887211974 0.0133031794598909 0.0309621487731249 0.0250705108116578 0.0240442414041837 0 0.0140765765765766 0.0197863078749505 0 0.128122998078155 0.0449236298292902 0 0.218023255813953 0 0 0.141576215195847 0.0101409593347531 0.0176669527030438 0.0107960270620412
"schuldig" 0.00621079436059872 0 0.0387026859664061 0.00835683693721926 0 0.0271739130434783 0.0281531531531532 0.00659543595831684 0 0 0.0449236298292902 0 0 0 0 0 0.00253523983368827 0.0214527282822674 0.0236484402311378
"suchen" 0.0170796844916465 0 0.0154810743865624 0.00417841846860963 0 0 0.0105574324324324 0.00659543595831684 0 0 0 0 0.0726744186046512 0 0 0 0.0152114390021296 0.0214527282822674 0.0215920541240823
"tagen" 0.0248431774423949 0 0.00387026859664061 0.0250705108116578 0 0 0.00351914414414414 0.00659543595831684 0 0.0320307495195388 0 0 0 0 0 0.047192071731949 0.0304228780042592 0.00378577557922366 0.0174792819099714
"tausend" 0.0170796844916465 0 0.0270918801764842 0.033427347748877 0.0160294942694558 0 0.0175957207207207 0.00659543595831684 0.0912408759124088 0 0 0 0 0 0.148148148148148 0 0.0481695568400771 0.00504770077229822 0.00976783400851344
"verhältnisse" 0.0139742873113471 0 0.00387026859664061 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0202819186695061 0.0416435313714603 0.0195356680170269
"freundin" 0.00465809577044904 0 0.00774053719328121 0 0 0 0 0 0 0 0.0673854447439353 0 0 0 0 0 0.0177466788358179 0.022714653475342 0.0313598881325958
"gesicht" 0.0100925408359729 0.0665158972994546 0.019351342983203 0.0271597200459626 0.0400737356736395 0 0.0211148648648649 0.00659543595831684 0 0 0.0449236298292902 0 0 0 0 0.188768286927796 0.0152114390021296 0.0126192519307455 0.0138806062226244
"komm" 0 0.0532127178395637 0.019351342983203 0.033427347748877 0.112206459886191 0 0.0809403153153153 0.0461680517082179 0.0456204379562044 0.0960922485586163 0 0.13550135501355 0 0 0 0 0.0076057195010648 0.00378577557922366 0.00822554442822184
"künstler" 0.0465809577044904 0 0 0 0 0 0 0 0 0 0.0449236298292902 0 0 0 0 0.0943841434638981 0.00507047966737653 0.0164050275099692 0.00925373748174957
"laertes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0498673630960949
"lang" 0.0155269859014968 0.0133031794598909 0.0309621487731249 0.0188028831087433 0.0641179770778232 0.0543478260869565 0.073902027027027 0.0791452314998021 0 0 0 0 0 0.0741289844329133 0 0 0.0076057195010648 0.00252385038614911 0.00514096526763865
"lieben" 0.00853984224582324 0 0.019351342983203 0.0125352554058289 0.0480884828083674 0.0271739130434783 0.0351914414414414 0.0197863078749505 0 0.0320307495195388 0.0224618149146451 0 0 0 0 0 0.0430990771727005 0.0189288778961183 0.0107960270620412
"raum" 0.0287249239177691 0 0 0.0417841846860963 0 0 0.00351914414414414 0.00659543595831684 0.0456204379562044 0 0.0224618149146451 0 0 0 0 0.047192071731949 0 0.0201908030891929 0.00976783400851344
"chor" 0.00621079436059872 0 0 0.152512274104252 0.0320589885389116 0.0271739130434783 0 0 0 0 0 0 0 0.0741289844329133 0 0 0 0.00126192519307455 0.00411277221411092
"erzählen" 0.0209614309670207 0.0133031794598909 0 0.0104460461715241 0 0 0.0211148648648649 0.00659543595831684 0 0 0 0 0 0 0 0 0.0228171585031944 0.00630962596537277 0.0215920541240823
"gekommen" 0.0155269859014968 0.0133031794598909 0.00774053719328121 0.0104460461715241 0 0.0271739130434783 0.0140765765765766 0.0131908719166337 0 0 0.0449236298292902 0.0677506775067751 0 0 0 0.047192071731949 0.0152114390021296 0.0189288778961183 0.0185074749634991
"hoch" 0.0225141295571704 0.0266063589197818 0.0812756405294527 0.0355165569831819 0.0160294942694558 0 0.0105574324324324 0.0131908719166337 0 0.0320307495195388 0 0 0 0 0 0.047192071731949 0.00253523983368827 0.00883347635152188 0.00514096526763865
"hört" 0.0116452394261226 0.0399095383796727 0.0503134917563279 0.0355165569831819 0.0561032299430953 0.0815217391304348 0.0422297297297297 0.0197863078749505 0 0.0320307495195388 0 0 0.0726744186046512 0 0 0.0943841434638981 0.0228171585031944 0.00378577557922366 0.00359867568734706
"konnten" 0.0232904788522452 0.0133031794598909 0.0116108057899218 0.00208920923430482 0 0 0.00703828828828829 0 0 0 0 0 0 0 0 0 0.0076057195010648 0.0151431023168947 0.0226202471776101
"welchen" 0.0295012732128439 0 0.019351342983203 0.0104460461715241 0 0 0.00703828828828829 0.0131908719166337 0 0 0.0224618149146451 0 0.0726744186046512 0 0 0 0.00507047966737653 0.0100954015445964 0.0164510888564437
"zuerst" 0.0178560337867213 0.0266063589197818 0.0270918801764842 0.00208920923430482 0.0160294942694558 0 0.00703828828828829 0.0263817438332674 0 0 0 0 0.145348837209302 0 0.148148148148148 0 0.00253523983368827 0.0214527282822674 0.0174792819099714
"zufrieden" 0.0155269859014968 0.0133031794598909 0.0154810743865624 0.00417841846860963 0 0 0.0211148648648649 0.00659543595831684 0 0 0 0 0 0 0 0 0.00253523983368827 0.0176669527030438 0.0241625367579017
"genommen" 0.0201850816719458 0.0798190767593455 0.00774053719328121 0.0167136738744385 0.0160294942694558 0 0.00703828828828829 0.00659543595831684 0 0.0320307495195388 0 0 0 0 0 0.0943841434638981 0.0101409593347531 0.0151431023168947 0.0149087992761521
"lothario" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488391700425672
"deutlich" 0.0186323830817962 0.0133031794598909 0.00774053719328121 0.00626762770291445 0 0.0271739130434783 0 0 0 0 0 0 0 0 0 0 0.0101409593347531 0.0277623542476402 0.019021571490263
"empfindung" 0.00853984224582324 0 0.00387026859664061 0 0 0 0.00703828828828829 0 0 0 0 0 0 0 0 0 0.038028597505324 0.022714653475342 0.0241625367579017
"heiligen" 0.0318303210980684 0 0.0154810743865624 0.033427347748877 0.0160294942694558 0 0.0105574324324324 0.00659543595831684 0 0.0320307495195388 0.0224618149146451 0 0 0.0741289844329133 0 0 0.0126761991684413 0.00630962596537277 0.00719735137469411
"höchst" 0.0318303210980684 0 0.00774053719328121 0.00626762770291445 0 0 0.0105574324324324 0 0 0 0 0 0 0 0 0 0.00253523983368827 0.0239765786684165 0.0128524131690966
"kirche" 0.0465809577044904 0 0.00774053719328121 0.00417841846860963 0.0160294942694558 0 0.00351914414414414 0 0 0 0 0 0 0 0 0 0.00253523983368827 0.022714653475342 0.00411277221411092
"scheinen" 0.019408732376871 0.0266063589197818 0.0154810743865624 0.0104460461715241 0.0080147471347279 0.0271739130434783 0.00351914414414414 0.0329771797915842 0 0 0 0 0 0 0 0 0.0101409593347531 0.0151431023168947 0.0174792819099714
"verstand" 0.0108688901310478 0.0133031794598909 0.00387026859664061 0.0146244646401337 0 0.0271739130434783 0.00351914414414414 0 0 0.0320307495195388 0 0 0 0 0 0.047192071731949 0.0126761991684413 0.0164050275099692 0.0251907298114294
"wollten" 0.0116452394261226 0 0.0116108057899218 0.0125352554058289 0 0.0543478260869565 0.0140765765765766 0 0 0.0320307495195388 0 0.0677506775067751 0 0 0 0.047192071731949 0.0126761991684413 0.0126192519307455 0.0236484402311378
"zog" 0.0139742873113471 0.0133031794598909 0 0.00835683693721926 0.0160294942694558 0 0.0140765765765766 0.00659543595831684 0 0 0.0673854447439353 0.0677506775067751 0 0 0 0 0.0126761991684413 0.0189288778961183 0.0205638610705546
"jedoch" 0.0333830196882181 0 0 0.0146244646401337 0 0 0 0 0 0 0 0 0 0 0 0.047192071731949 0 0.0315481298268639 0.00873964095498571
"not" 0.00543444506552388 0.0133031794598909 0.019351342983203 0.0292489292802674 0.0480884828083674 0 0.0105574324324324 0.0725497955414853 0 0.0640614990390775 0.0224618149146451 0 0.0726744186046512 0 0 0 0.00507047966737653 0.0151431023168947 0.0143947027493882
"seiten" 0.0364884168685175 0 0.0154810743865624 0.00835683693721926 0 0 0.0140765765765766 0.00659543595831684 0 0 0 0.0677506775067751 0 0.0741289844329133 0.148148148148148 0.047192071731949 0.00253523983368827 0.0126192519307455 0.00925373748174957
"sorge" 0.00621079436059872 0 0.0309621487731249 0.0376057662174867 0 0 0.00351914414414414 0.0329771797915842 0 0 0.0224618149146451 0.0677506775067751 0 0 0 0.047192071731949 0.00253523983368827 0.0265004290545656 0.0143947027493882
"standen" 0.02406682814732 0 0.00774053719328121 0.00835683693721926 0 0 0 0 0 0 0 0.0677506775067751 0 0 0 0 0.0202819186695061 0.0189288778961183 0.0164510888564437
"garten" 0.0170796844916465 0 0 0.0104460461715241 0.0320589885389116 0 0.0105574324324324 0 0 0.0320307495195388 0 0.0677506775067751 0 0 0 0 0.0228171585031944 0.0126192519307455 0.019021571490263
"tragen" 0.0186323830817962 0 0.019351342983203 0.0250705108116578 0.0160294942694558 0 0.00703828828828829 0.0197863078749505 0.0456204379562044 0 0.0449236298292902 0.13550135501355 0 0 0 0 0.00507047966737653 0.0176669527030438 0.0118242201155689
"blut" 0.00077634929507484 0.0532127178395637 0.0309621487731249 0.033427347748877 0.0641179770778232 0.108695652173913 0.0211148648648649 0.085740667458119 0.0456204379562044 0.128122998078155 0.0224618149146451 0 0.0726744186046512 0 0 0.047192071731949 0.0278876381705709 0 0.00616915832116638
"darin" 0.0217377802620955 0 0 0 0 0.0271739130434783 0 0.00659543595831684 0 0 0 0 0 0 0 0.047192071731949 0.0253523983368827 0.0189288778961183 0.0179933784367353
"ernst" 0.0155269859014968 0 0.00774053719328121 0.0208920923430482 0.0160294942694558 0 0.00351914414414414 0.0131908719166337 0.0456204379562044 0.0320307495195388 0.0224618149146451 0 0 0.0741289844329133 0 0.047192071731949 0.00507047966737653 0.0239765786684165 0.0143947027493882
"euer" 0.00155269859014968 0 0.0425729545630467 0.0355165569831819 0.0240442414041837 0.108695652173913 0.10205518018018 0.0131908719166337 0 0.0320307495195388 0 0 0 0 0 0 0.0076057195010648 0.0138811771238201 0.00411277221411092
"franz" 0 0.0133031794598909 0 0 0 0 0.313203828828829 0 0 0 0 0 0 0 0 0 0.00253523983368827 0 0
"früher" 0.02406682814732 0 0.0116108057899218 0.00835683693721926 0 0 0 0.00659543595831684 0 0 0.0449236298292902 0 0 0 0 0 0.00507047966737653 0.0302862046337893 0.0123383166423328
"gegenwärtig" 0.0186323830817962 0 0 0 0 0 0 0 0.0912408759124088 0 0 0 0 0 0 0 0.0076057195010648 0.0252385038614911 0.0215920541240823
"land" 0.0232904788522452 0.0133031794598909 0.0232216115798436 0.0522302308576204 0.0160294942694558 0 0.0316722972972973 0.0131908719166337 0 0.0960922485586163 0 0.0677506775067751 0 0 0 0 0.00507047966737653 0.00252385038614911 0.00411277221411092
"schönsten" 0.0302776225079188 0 0.00387026859664061 0.022981301577353 0 0 0 0.0395726157499011 0 0 0.0449236298292902 0 0.0726744186046512 0 0 0 0.00507047966737653 0.0164050275099692 0.00822554442822184
"wein" 0.0170796844916465 0.0133031794598909 0.0154810743865624 0.0125352554058289 0.120221207020918 0 0.0527871621621622 0 0 0.0640614990390775 0.0224618149146451 0 0.0726744186046512 0 0 0.047192071731949 0.0101409593347531 0.00883347635152188 0.00616915832116638
"willst" 0.00077634929507484 0.0266063589197818 0.0464432231596873 0.0250705108116578 0.0240442414041837 0.0271739130434783 0.0211148648648649 0.0791452314998021 0.0456204379562044 0 0 0 0 0 0.296296296296296 0.283152430391694 0.0177466788358179 0.0100954015445964 0.00925373748174957
"andre" 0.00077634929507484 0 0.00774053719328121 0.0355165569831819 0.0240442414041837 0 0.00351914414414414 0.0329771797915842 0 0 0 0 0 0.0741289844329133 0 0.330344502123643 0.00507047966737653 0.056786633688355 0.00308457916058319
"freuden" 0.0108688901310478 0.0133031794598909 0.0154810743865624 0.0125352554058289 0.0160294942694558 0 0.0140765765765766 0.00659543595831684 0.0912408759124088 0 0.0224618149146451 0 0 0.0741289844329133 0 0 0.038028597505324 0.00883347635152188 0.0164510888564437
"fühlt" 0.0178560337867213 0.0133031794598909 0.0154810743865624 0.0250705108116578 0.0160294942694558 0 0 0.0461680517082179 0 0.0640614990390775 0 0.13550135501355 0 0 0 0 0.0253523983368827 0.0126192519307455 0.00873964095498571
"fürsten" 0.0100925408359729 0 0.0657945661428903 0.0250705108116578 0 0.0271739130434783 0.0914977477477477 0.0263817438332674 0 0 0 0 0 0 0 0 0.0076057195010648 0.00252385038614911 0.00616915832116638
"genuß" 0.0295012732128439 0 0.00387026859664061 0.00208920923430482 0 0.0271739130434783 0 0.00659543595831684 0.0456204379562044 0 0.112309074573226 0 0 0.0741289844329133 0 0 0.00507047966737653 0.00504770077229822 0.0179933784367353
"knabe" 0.00465809577044904 0 0.00387026859664061 0.0355165569831819 0 0 0.00703828828828829 0 0 0 0.0449236298292902 0.13550135501355 0 0.148257968865827 0 0.047192071731949 0.0126761991684413 0.011357326737671 0.0221061506508462
"vergebens" 0.00465809577044904 0 0.00774053719328121 0.0125352554058289 0.0240442414041837 0 0 0.085740667458119 0 0.0320307495195388 0 0.13550135501355 0.0726744186046512 0 0 0 0.0177466788358179 0.00883347635152188 0.0215920541240823
"bemerkte" 0.014750636606422 0 0 0 0 0 0 0 0.0456204379562044 0 0.0449236298292902 0 0 0 0 0 0.0126761991684413 0.022714653475342 0.0226202471776101
"ganzes" 0.0116452394261226 0.0133031794598909 0.0116108057899218 0 0 0.0543478260869565 0.0105574324324324 0.00659543595831684 0.0456204379562044 0.0640614990390775 0 0 0 0 0 0 0.0278876381705709 0.0138811771238201 0.0200497645437907
"gefahr" 0.0163033351965716 0 0.0309621487731249 0.0188028831087433 0.0080147471347279 0 0.0175957207207207 0.0395726157499011 0.0456204379562044 0.0320307495195388 0.0224618149146451 0 0 0 0 0 0.0076057195010648 0.0126192519307455 0.0118242201155689
"gehabt" 0.0225141295571704 0 0.0116108057899218 0.00208920923430482 0 0.0543478260869565 0.0175957207207207 0 0 0 0 0 0 0 0 0 0.0202819186695061 0.00883347635152188 0.0174792819099714
"gehalten" 0.0287249239177691 0 0.00774053719328121 0.00417841846860963 0 0.0271739130434783 0.0140765765765766 0.00659543595831684 0 0 0 0 0.0726744186046512 0 0 0 0.0152114390021296 0.00757155115844733 0.0149087992761521
"tief" 0.00698714365567356 0.0266063589197818 0.0232216115798436 0.0271597200459626 0.0561032299430953 0 0.00703828828828829 0.0461680517082179 0 0 0.0224618149146451 0 0 0.0741289844329133 0.148148148148148 0 0.0126761991684413 0.00883347635152188 0.0143947027493882
"ferne" 0.0201850816719458 0.0133031794598909 0.00774053719328121 0.0313381385145722 0.0080147471347279 0 0.0105574324324324 0.0197863078749505 0 0.0320307495195388 0 0 0.0726744186046512 0.0741289844329133 0 0.047192071731949 0.0101409593347531 0.011357326737671 0.0102819305352773
"jenen" 0.0155269859014968 0.0133031794598909 0.00774053719328121 0.0125352554058289 0 0 0 0.0263817438332674 0 0 0 0 0 0 0 0 0.00507047966737653 0.034071980213013 0.0133665096958605
"selten" 0.0131979380162723 0 0.0116108057899218 0.00626762770291445 0 0 0.0105574324324324 0.00659543595831684 0 0 0 0 0 0 0 0 0.0228171585031944 0.0164050275099692 0.0200497645437907
"verhältnis" 0.0100925408359729 0 0.00387026859664061 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0177466788358179 0.0416435313714603 0.0174792819099714
