"Auto_Italienische_Reise.11f7b.0" "Drama_Die_Mitschuldigen.11hb1.0" "Drama_Egmont.11g9w.0" "Drama_Faust__in_urspruenglicher_Gestalt_.11f7n.0" "Drama_Faust._Der_Tragoedie_zweiter_Teil.11d11.0" "Drama_Goetter,_Helden_und_Wieland.11h60.0" "Drama_Goetz_von_Berlichingen_mit_der_eisernen_Hand.11g1d.0" "Drama_Iphigenie_auf_Tauris.11f78.0" "Drama_Prometheus.11gx9.0" "Drama_Satyros_oder_der_vergoetterte_Waldteufel.11gn9.0" "Lyrik_Elegien_1.11df4.0" "Lyrik_Elegien_2_Alexis_und_Dora.11g90.0" "Lyrik_Elegien_2_Der_neue_Pausias_und_sein_Blumenmaedchen.11g73.0" "Lyrik_Elegien_2_Euphrosyne.11ft0.0" "Lyrik_Gott,_Gemuet_und_Welt.11hks.0" "Lyrik_Zahme_Xenien_4.11d4r.0" "Roman_Die_Leiden_des_jungen_Werther.11cvr.0" "Roman_Die_Wahlverwandtschaften.11hnp.0" "Roman_Wilhelm_Meisters_Lehrjahre.11d3w.0"
"noch" 0.361778771504875 0.443554156531693 0.367852858856457 0.325352465170602 0.253164556962025 0.36743923120407 0.326943082181602 0.269342131842974 0.190114068441065 0.102774922918808 0.471698113207547 0.5420054200542 0.611153552330023 0.815418828762046 0.148148148148148 0.141576215195847 0.303053261610728 0.352077128867801 0.318739846593596
"sein" 0.201074467424384 0.32908856774932 0.355857656937225 0.28364061066155 0.178073374812272 0.423968343697004 0.553574082330213 0.242407918658676 0.380228136882129 0.616649537512847 0.157232704402516 0 0.152788388082506 0.0741289844329133 0.296296296296296 0.377536573855592 0.414172790867995 0.338195951743981 0.384544202019371
"uns" 0.345475436308304 0.186006581771355 0.46781287485006 0.175189788938016 0.441965243509976 0.537026568682872 0.334373606776638 0.565618476870244 0.190114068441065 0.411099691675231 0.269541778975741 0.338753387533875 0.152788388082506 0 0 0.566304860783388 0.21213728312751 0.287718944020998 0.281210800139834
"aus" 0.326843053226508 0.286163971955931 0.307876849260296 0.241928756152499 0.306801115640421 0.254381006218202 0.260068360826274 0.289542791731197 0.190114068441065 0.342583076396026 0.269541778975741 0.13550135501355 0.305576776165011 0.148257968865827 0.296296296296296 0.047192071731949 0.300527817763972 0.306647821917117 0.343416479878262
"ihn" 0.114899695671076 0.529403348118472 0.415833666533387 0.29198298156336 0.216691697060717 0.339174674957603 0.553574082330213 0.289542791731197 0.332699619771863 0.479616306954436 0.269541778975741 0.203252032520325 0.381970970206264 0.148257968865827 0.296296296296296 0 0.320731368538021 0.291504719600222 0.428756503321064
"einen" 0.347804484193528 0.157390184575762 0.315873650539784 0.325352465170602 0.0622184080669384 0.282645562464669 0.360380442859266 0.161605279105784 0.190114068441065 0.274066461116821 0.0673854447439353 0.0677506775067751 0.229182582123759 0.0741289844329133 0 0.0943841434638981 0.340934919312069 0.287718944020998 0.329535873655638
"aber" 0.404477982733992 0 0.17592962814874 0.100108450821724 0.163055138382321 0.226116449971735 0.152325754198246 0.0471348730725204 0 0.171291538198013 0.336927223719677 0.338753387533875 0.763941940412529 0.518902891030393 0.148148148148148 0.613496932515337 0.199510063893729 0.427792640452274 0.295605502889222
"doch" 0.272498602571269 0.643868936900844 0.251899240303878 0.467172770501377 0.746620896803261 0.423968343697004 0.189478377173428 0.282809238435122 0.190114068441065 0.342583076396026 0.471698113207547 0.2710027100271 0.687547746371276 0.593031875463306 0.148148148148148 0.424728645587541 0.222239058514534 0.271313916511029 0.204096321125254
"im" 0.280262095522017 0.37201316354271 0.171931227508996 0.383749061483274 0.58356575842094 0.226116449971735 0.263783623123793 0.222207258770453 0.380228136882129 0.479616306954436 0.292003593890386 0.5420054200542 0.458365164247517 0.518902891030393 0.888888888888889 0.613496932515337 0.272747935449655 0.283933168441775 0.226716568302865
"hatte" 0.152940811129744 0.0143081985977965 0.0359856057576969 0.0333694836072412 0.00214546234713581 0.226116449971735 0.100312082032992 0.00673355329607434 0 0 0 0 0.229182582123759 0 0 0 0.217188170821022 0.453031144313765 0.516152912870921
"da" 0.261629712440221 0.629560738303048 0.31187524990004 0.450488028697756 0.366874061360223 0.508762012436405 0.490414623272403 0.175072385697933 0.142585551330798 0.513874614594039 0.224618149146451 0.813008130081301 0.458365164247517 0.148257968865827 0.740740740740741 0.519112789051439 0.439427229335556 0.18550300338196 0.221061506508462
"um" 0.259300664554997 0.214622978966948 0.259896041583367 0.233586385250688 0.205964385325038 0.113058224985868 0.230346262446129 0.255875025250825 0.427756653992395 0.205549845837616 0.0898472596585804 0.0677506775067751 0.0763941940412529 0.148257968865827 0 0.235960358659745 0.404071015480971 0.344505577709353 0.262189228649571
"durch" 0.333830196882181 0.100157390184576 0.227908836465414 0.158505047134396 0.171636987770865 0.0282645562464669 0.130034180413137 0.276075685139048 0.190114068441065 0.13703323055841 0.134770889487871 0.203252032520325 0 0.296515937731653 0.148148148148148 0 0.149001186958608 0.324314774620161 0.288922248041292
"s" 0.0644369914912117 1.77421662612677 0.595761695321871 0.85092183198465 0.868912250590002 0.650084793668739 0.809927180858969 0.377078984580163 0.142585551330798 0.753682768071257 0.247079964061096 0 0 0.0741289844329133 0.592592592592593 1.03822557810288 0.29547693007046 0.00504770077229822 0.0565506179440252
"vor" 0.249208123719024 0.357704964944913 0.263894442223111 0.317010094268791 0.205964385325038 0.169587337478802 0.211769950958538 0.296276345027271 0.0950570342205323 0.239808153477218 0.0898472596585804 0.338753387533875 0.305576776165011 0.22238695329874 0.444444444444444 0.141576215195847 0.277798823143167 0.225884609560345 0.239054884945197
"nun" 0.315197813800385 0.32908856774932 0.235905637744902 0.325352465170602 0.347564900236001 0.197851893725269 0.118888393520583 0.20200659888223 0.142585551330798 0.205549845837616 0.404312668463612 0.609756097560976 0.381970970206264 0.22238695329874 0 0.424728645587541 0.202035507740485 0.212003432436525 0.194328487116741
"einem" 0.325290354636358 0.214622978966948 0.251899240303878 0.100108450821724 0.0236000858184939 0.169587337478802 0.163471541090801 0.15487172580971 0.0475285171102662 0.274066461116821 0.0449236298292902 0 0.0763941940412529 0.0741289844329133 0.148148148148148 0.141576215195847 0.262646160062631 0.243551562263389 0.270414773077793
"für" 0.211943357555431 0.343396766347117 0.291883246701319 0.241928756152499 0.178073374812272 0.565291124929339 0.156041016495765 0.141404619217561 0.285171102661597 0.411099691675231 0.0673854447439353 0.203252032520325 0.458365164247517 0 0.296296296296296 0.330344502123643 0.176781069272925 0.325576699813235 0.240597174525489
"bei" 0.248431774423949 0.186006581771355 0.187924830067973 0.166847418036206 0.122291353786741 0.254381006218202 0.189478377173428 0.0538684263685947 0.0950570342205323 0.239808153477218 0.0898472596585804 0.0677506775067751 0.152788388082506 0.148257968865827 0 0.188768286927796 0.174255625426169 0.266266215738731 0.293035020255403
"denn" 0.26784050680082 0.271855773358134 0.143942423030788 0.0917660799199132 0.274619180433383 0.339174674957603 0.148610491900728 0.30974345161942 0.0950570342205323 0.308324768756423 0.404312668463612 0.0677506775067751 0 0.296515937731653 0.296296296296296 0.47192071731949 0.184357400813193 0.257432739387209 0.205638610705546
"sind" 0.26939320539097 0.157390184575762 0.335865653738505 0.116793192625344 0.371164986054495 0.254381006218202 0.386387278941893 0.208740152178304 0.522813688212928 0.102774922918808 0.202156334231806 0.0677506775067751 0.458365164247517 0.0741289844329133 0.148148148148148 0.283152430391694 0.196984620046973 0.15521679874817 0.145489317074174
"einer" 0.262406061735296 0.0429245957933896 0.167932826869252 0.0917660799199132 0.0643638704140742 0.254381006218202 0.167186803388319 0.161605279105784 0.142585551330798 0.102774922918808 0.0673854447439353 0.0677506775067751 0.0763941940412529 0 0.148148148148148 0.0943841434638981 0.219713614667778 0.253646963807985 0.250879105060766
"seine" 0.132755729457798 0.0429245957933896 0.191923230707717 0.0583965963126721 0.0321819352070371 0.282645562464669 0.126318918115619 0.114470406033264 0.190114068441065 0.0685166152792052 0.0449236298292902 0.0677506775067751 0.152788388082506 0.0741289844329133 0.148148148148148 0.141576215195847 0.189408288506705 0.229670385139569 0.34444467293179
"hat" 0.244550027948575 0.457862355129489 0.355857656937225 0.342037206974222 0.214546234713581 0.310910118711136 0.263783623123793 0.161605279105784 0.237642585551331 0.376841384035629 0.112309074573226 0 0.152788388082506 0 0.296296296296296 0.283152430391694 0.285375154683436 0.137549846045126 0.159884019823562
"alles" 0.222812247686479 0.100157390184576 0.211915233906437 0.166847418036206 0.165200600729457 0.197851893725269 0.18576311487591 0.0471348730725204 0.522813688212928 0.205549845837616 0.112309074573226 0.13550135501355 0.0763941940412529 0.22238695329874 0 0.235960358659745 0.29547693007046 0.238503861491091 0.176335108680006
"über" 0.232128439227377 0.0429245957933896 0.163934426229508 0.141820305330775 0.06650933276121 0.141322781232335 0.122603655818101 0.0538684263685947 0.0950570342205323 0.0685166152792052 0.157232704402516 0.13550135501355 0.0763941940412529 0.296515937731653 0.148148148148148 0.0943841434638981 0.262646160062631 0.225884609560345 0.210265479446421
"selbst" 0.149835413949444 0.114465588782372 0.17592962814874 0.100108450821724 0.184509761853679 0.0847936687394008 0.111457868925546 0.208740152178304 0.380228136882129 0.0342583076396026 0.134770889487871 0 0.229182582123759 0.370644922164566 0.148148148148148 0.424728645587541 0.161628406192388 0.253646963807985 0.218491023874643
"wird" 0.230575740637227 0.214622978966948 0.287884846061575 0.233586385250688 0.238146320532075 0.0847936687394008 0.293505721503938 0.15487172580971 0.0950570342205323 0.0685166152792052 0.179694519317161 0 0.0763941940412529 0.0741289844329133 1.92592592592593 0.660689004247286 0.181831956966437 0.143859472010499 0.136235579592424
"wieder" 0.203403515309608 0.0429245957933896 0.15593762495002 0.125135563527154 0.0815275691911607 0.113058224985868 0.200624164065983 0.121203959329338 0.190114068441065 0.102774922918808 0.134770889487871 0 0.0763941940412529 0.148257968865827 0.296296296296296 0.047192071731949 0.227289946208046 0.232194235525718 0.201525838491435
"haben" 0.208061611080057 0.157390184575762 0.24390243902439 0.0834237090181029 0.100836730315383 0.423968343697004 0.300936246098975 0.0942697461450407 0.237642585551331 0.102774922918808 0.0449236298292902 0 0 0 0 0.047192071731949 0.159102962345632 0.156478723941245 0.210779575973185
"werden" 0.222035898391404 0.0572327943911861 0.207916833266693 0.0583965963126721 0.0300364728599013 0.141322781232335 0.24892257393372 0.040401319776446 0.0950570342205323 0.0342583076396026 0 0.0677506775067751 0 0.0741289844329133 0.296296296296296 0.141576215195847 0.149001186958608 0.214527282822674 0.215920541240823
"ihre" 0.139742873113471 0.0858491915867792 0.111955217912835 0.0667389672144824 0.0278910105127655 0.226116449971735 0.111457868925546 0.0673355329607434 0.380228136882129 0.0342583076396026 0 0 0 0 0 0 0.287900598530192 0.25490888900106 0.250879105060766
"diese" 0.261629712440221 0.0143081985977965 0.171931227508996 0.0583965963126721 0.06650933276121 0.0282645562464669 0.0408678852727003 0.0673355329607434 0.190114068441065 0.0342583076396026 0.179694519317161 0.0677506775067751 0.152788388082506 0.0741289844329133 0 0 0.15405207465212 0.230932310332643 0.200497645437907
"habe" 0.208061611080057 0.0429245957933896 0.167932826869252 0.0417118545090515 0.0214546234713581 0.254381006218202 0.107742606628028 0.0538684263685947 0.237642585551331 0.0685166152792052 0.0898472596585804 0 0 0 0 0 0.363663913932874 0.15521679874817 0.217976927347879
"schon" 0.203403515309608 0.357704964944913 0.159936025589764 0.175189788938016 0.315382965028964 0.0565291124929339 0.126318918115619 0.15487172580971 0.0950570342205323 0.274066461116821 0.157232704402516 0.40650406504065 0.0763941940412529 0.44477390659748 0.148148148148148 0.0943841434638981 0.103543197716999 0.193074554540407 0.150630282341812
"mein" 0.0753058816222595 0.586636142509658 0.231907237105158 0.550596479519479 0.139455052563828 0.310910118711136 0.345519393669193 0.370345431284089 0.712927756653992 0.78794107571086 0.179694519317161 0.2710027100271 0.152788388082506 0.370644922164566 0 0.377536573855592 0.325782256231533 0.0643581848468023 0.167081371198256
"wohl" 0.157598906900193 0.286163971955931 0.231907237105158 0.392091432385084 0.197382535936494 0.339174674957603 0.297220983801456 0.168338832401858 0.142585551330798 0.205549845837616 0.224618149146451 0.0677506775067751 0.229182582123759 0.148257968865827 0.148148148148148 0.424728645587541 0.194459176200217 0.176669527030438 0.125953649057147
"hier" 0.274051301161419 0.157390184575762 0.159936025589764 0.225244014348878 0.345419437888865 0.113058224985868 0.170902065685837 0.262608578546899 0.570342205323194 0.171291538198013 0.224618149146451 0 0.229182582123759 0 0 0 0.164153850039144 0.109787491797486 0.0853400234428016
"mehr" 0.153717160424818 0.100157390184576 0.15593762495002 0.141820305330775 0.0922548809268397 0.0565291124929339 0.182047852578392 0.0808026395528921 0.142585551330798 0 0.157232704402516 0.0677506775067751 0 0.22238695329874 0.148148148148148 0.235960358659745 0.156577518498876 0.243551562263389 0.175821012153242
"immer" 0.175454940686914 0.128773787380169 0.191923230707717 0.116793192625344 0.118000429092469 0.141322781232335 0.0854510328429187 0.121203959329338 0.0950570342205323 0.0685166152792052 0.247079964061096 0.13550135501355 0.229182582123759 0.296515937731653 0 0.755073147711185 0.15405207465212 0.198122255312705 0.162968598984145
"zum" 0.149835413949444 0.343396766347117 0.139944022391044 0.150162676232585 0.319673889723235 0.226116449971735 0.167186803388319 0.289542791731197 0.237642585551331 0.13703323055841 0.202156334231806 0.203252032520325 0.0763941940412529 0.296515937731653 0.296296296296296 0.047192071731949 0.146475743111852 0.166574125485841 0.1223549733698
