"Auto_Italienische_Reise.11f7b.0" "Drama_Die_Mitschuldigen.11hb1.0" "Drama_Egmont.11g9w.0" "Drama_Faust__in_urspruenglicher_Gestalt_.11f7n.0" "Drama_Faust._Der_Tragoedie_zweiter_Teil.11d11.0" "Drama_Goetter,_Helden_und_Wieland.11h60.0" "Drama_Goetz_von_Berlichingen_mit_der_eisernen_Hand.11g1d.0" "Drama_Iphigenie_auf_Tauris.11f78.0" "Drama_Prometheus.11gx9.0" "Drama_Satyros_oder_der_vergoetterte_Waldteufel.11gn9.0" "Lyrik_Elegien_1.11df4.0" "Lyrik_Elegien_2_Alexis_und_Dora.11g90.0" "Lyrik_Elegien_2_Der_neue_Pausias_und_sein_Blumenmaedchen.11g73.0" "Lyrik_Elegien_2_Euphrosyne.11ft0.0" "Lyrik_Gott,_Gemuet_und_Welt.11hks.0" "Lyrik_Zahme_Xenien_4.11d4r.0" "Roman_Die_Leiden_des_jungen_Werther.11cvr.0" "Roman_Die_Wahlverwandtschaften.11hnp.0" "Roman_Wilhelm_Meisters_Lehrjahre.11d3w.0"
"empfindungen" 0.00155269859014968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0252544384675607 0.0138811771238201 0.026733019391721
"frauenzimmer" 0.0077634929507484 0.0143081985977965 0 0 0.00214546234713581 0 0 0 0 0 0 0 0 0 0 0 0.0303053261610728 0.022714653475342 0.0169651853832075
"mancherlei" 0.0155269859014968 0 0.0079968012794882 0 0.00643638704140742 0 0 0 0.0475285171102662 0 0.0224618149146451 0 0 0 0 0.047192071731949 0.00252544384675607 0.0328100550199384 0.0102819305352773
"mögen" 0.0163033351965716 0 0.0119952019192323 0 0.0150182364299507 0.0282645562464669 0.00743052459503641 0 0.0950570342205323 0.0342583076396026 0 0.0677506775067751 0 0 0 0.047192071731949 0.00505088769351213 0.0138811771238201 0.0118242201155689
"rat" 0.0038817464753742 0 0.0479808076769292 0.0166847418036206 0.0193091611242223 0 0.0037152622975182 0.114470406033264 0 0 0.0449236298292902 0 0 0 0 0.047192071731949 0.00252544384675607 0.00883347635152188 0.00925373748174957
"überhaupt" 0.0209614309670207 0 0 0 0 0 0.0111457868925546 0 0 0 0 0 0 0 0 0 0 0.0176669527030438 0.0159369923296798
"ursache" 0.0116452394261226 0 0.0079968012794882 0 0 0 0.0037152622975182 0 0 0 0 0 0 0 0 0 0.0075763315402682 0.0138811771238201 0.0221061506508462
"blumen" 0.0124215887211974 0 0 0.0250271127054309 0.00643638704140742 0 0 0 0.0475285171102662 0 0.0449236298292902 0 1.06951871657754 0 0 0 0.0202035507740485 0.0138811771238201 0.00822554442822184
"dafür" 0.00465809577044904 0 0.0159936025589764 0.0333694836072412 0.00643638704140742 0 0.0482984098677367 0.00673355329607434 0.0475285171102662 0.0342583076396026 0 0 0 0 0 0.047192071731949 0.0101017753870243 0.00757155115844733 0.015422895802916
"eigenen" 0.0077634929507484 0 0 0 0.00429092469427162 0 0.00743052459503641 0.00673355329607434 0 0 0 0 0 0 0 0 0.0101017753870243 0.0277623542476402 0.0169651853832075
"erzählte" 0.0124215887211974 0 0 0 0 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.0202035507740485 0.00378577557922366 0.0231343437043739
"finde" 0.0124215887211974 0 0.0039984006397441 0.0333694836072412 0.010727311735679 0 0.0037152622975182 0 0 0 0.0224618149146451 0 0.0763941940412529 0 0 0 0.0202035507740485 0.0164050275099692 0.0123383166423328
"gehe" 0.0139742873113471 0.0143081985977965 0.0199920031987205 0.00834237090181029 0.00643638704140742 0.0282645562464669 0.0148610491900728 0.00673355329607434 0 0.0342583076396026 0 0 0 0 0 0 0.0404071015480971 0.00630962596537277 0.00925373748174957
"lernen" 0.0163033351965716 0 0.0079968012794882 0.0166847418036206 0.00429092469427162 0 0.00743052459503641 0 0 0 0 0 0 0 0 0.047192071731949 0.0126272192337803 0.0100954015445964 0.0159369923296798
"lotte" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186882844659949 0 0
"machten" 0.0116452394261226 0 0.0039984006397441 0 0.00214546234713581 0.0282645562464669 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.0100954015445964 0.0215920541240823
"nachricht" 0.00465809577044904 0 0.0279888044782087 0 0.00429092469427162 0 0.0148610491900728 0.0134671065921487 0 0 0 0 0 0 0 0 0.0227289946208046 0.0126192519307455 0.0174792819099714
"nahe" 0.0100925408359729 0 0.0039984006397441 0 0.00214546234713581 0 0.0148610491900728 0 0 0 0 0 0 0 0 0 0.0151526630805364 0.0189288778961183 0.0174792819099714
"ottiliens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093382464287517 0
"sorgen" 0.0038817464753742 0.0143081985977965 0.0359856057576969 0.00834237090181029 0.010727311735679 0 0.0111457868925546 0.00673355329607434 0 0 0 0 0 0 0 0.0943841434638981 0.00252544384675607 0.0189288778961183 0.0159369923296798
"soviel" 0.00931619154089808 0.0143081985977965 0.0079968012794882 0.00834237090181029 0 0.113058224985868 0.0037152622975182 0 0 0 0 0 0 0 0 0 0 0.0416435313714603 0.0102819305352773
"spricht" 0.0139742873113471 0.0143081985977965 0.0159936025589764 0.0333694836072412 0.0236000858184939 0.0282645562464669 0.00743052459503641 0.0471348730725204 0.0475285171102662 0.0685166152792052 0.0224618149146451 0 0 0 0 0.047192071731949 0.0075763315402682 0.00630962596537277 0.00668325484793025
"wohnung" 0.0186323830817962 0 0.0159936025589764 0 0.010727311735679 0 0 0.040401319776446 0 0.102774922918808 0 0 0.0763941940412529 0.0741289844329133 0 0 0.0075763315402682 0.011357326737671 0.00925373748174957
"denkt" 0.0100925408359729 0.0143081985977965 0.0559776089564174 0.0250271127054309 0.0128727740828148 0.0282645562464669 0.0148610491900728 0.0336677664803717 0 0.0685166152792052 0.0449236298292902 0 0 0 0 0.047192071731949 0.0075763315402682 0.0100954015445964 0.00514096526763865
"einigermaßen" 0.019408732376871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022714653475342 0.015422895802916
"freunden" 0.0155269859014968 0 0.0079968012794882 0 0 0.0565291124929339 0.0111457868925546 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0252385038614911 0.0123383166423328
"geheimnis" 0.00465809577044904 0 0.0079968012794882 0.0166847418036206 0.010727311735679 0 0.0037152622975182 0.0336677664803717 0 0.0342583076396026 0.134770889487871 0 0 0 0.296296296296296 0 0.00252544384675607 0.0138811771238201 0.0159369923296798
"gemüt" 0.00621079436059872 0 0.0159936025589764 0 0 0 0 0.0134671065921487 0 0 0.0224618149146451 0.13550135501355 0 0.0741289844329133 0.296296296296296 0 0.0151526630805364 0.0201908030891929 0.0159369923296798
"götz" 0 0 0 0 0 0 0.271214147718829 0 0 0 0 0 0 0 0 0 0 0 0
"händen" 0.00621079436059872 0.0286163971955931 0.0199920031987205 0.00834237090181029 0.0193091611242223 0 0.0148610491900728 0.020200659888223 0 0.102774922918808 0 0 0 0 0 0 0.0101017753870243 0.0138811771238201 0.0118242201155689
"heran" 0.00931619154089808 0 0 0.0250271127054309 0.0793821068440249 0 0 0 0 0 0.0449236298292902 0 0 0.0741289844329133 0 0 0.00252544384675607 0.00757155115844733 0.00565506179440252
"orte" 0.0178560337867213 0 0 0 0.0171636987770865 0 0 0.00673355329607434 0 0 0 0 0 0 0 0 0.0151526630805364 0.00883347635152188 0.0143947027493882
"rein" 0.0124215887211974 0.0143081985977965 0.0079968012794882 0.00834237090181029 0.0214546234713581 0 0.0260068360826274 0.0134671065921487 0 0.0342583076396026 0 0 0 0 0.296296296296296 0.0943841434638981 0.00505088769351213 0.011357326737671 0.00925373748174957
"schönste" 0.0170796844916465 0 0 0.00834237090181029 0.0214546234713581 0 0.0111457868925546 0.020200659888223 0 0 0 0.0677506775067751 0 0 0 0 0.0075763315402682 0.0151431023168947 0.00925373748174957
"sprache" 0.014750636606422 0 0 0.00834237090181029 0.00429092469427162 0.0282645562464669 0 0 0 0 0 0 0.152788388082506 0 0 0 0 0.0239765786684165 0.0149087992761521
"trug" 0.00621079436059872 0.0143081985977965 0.0079968012794882 0.00834237090181029 0.0386183222484445 0 0 0.0269342131842974 0 0 0 0 0 0 0 0 0.00505088769351213 0.0126192519307455 0.0138806062226244
"überzeugt" 0.00698714365567356 0 0.0119952019192323 0 0.00214546234713581 0.0282645562464669 0 0.00673355329607434 0 0 0 0 0 0 0 0 0 0.0151431023168947 0.0236484402311378
"unterhalten" 0.0116452394261226 0 0.0039984006397441 0.00834237090181029 0 0 0.0037152622975182 0.00673355329607434 0 0 0 0 0 0 0 0 0.0126272192337803 0.0100954015445964 0.0210779575973185
"vertrauen" 0.00543444506552388 0.0143081985977965 0.0239904038384646 0.00834237090181029 0.0193091611242223 0 0.0148610491900728 0.020200659888223 0 0 0 0 0 0 0 0 0.0151526630805364 0.011357326737671 0.0138806062226244
"vorbei" 0.0170796844916465 0.0286163971955931 0.0159936025589764 0.0333694836072412 0.0257455481656297 0 0.0260068360826274 0 0 0 0.112309074573226 0 0 0 0 0 0.0075763315402682 0.00504770077229822 0.00514096526763865
"warf" 0.00310539718029936 0 0.0039984006397441 0.00834237090181029 0.00214546234713581 0 0.018576311487591 0.0134671065921487 0 0 0 0 0 0 0 0 0.0176781069272925 0.0164050275099692 0.0200497645437907
"baronesse" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0378577557922366 0.0215920541240823
"charakter" 0.0155269859014968 0 0 0 0.00214546234713581 0 0 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.0189288778961183 0.0164510888564437
"damals" 0.00621079436059872 0 0.0119952019192323 0.00834237090181029 0.00429092469427162 0 0.018576311487591 0 0 0 0 0 0 0 0 0 0.00252544384675607 0.00883347635152188 0.0231343437043739
"familie" 0.0170796844916465 0 0 0.00834237090181029 0 0.0282645562464669 0 0 0 0 0 0 0 0 0 0 0.00252544384675607 0.011357326737671 0.0195356680170269
"fertig" 0.0155269859014968 0 0.0119952019192323 0 0.00643638704140742 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.022714653475342 0.0123383166423328
"gestalten" 0.019408732376871 0 0.0079968012794882 0 0.0214546234713581 0.0565291124929339 0 0.0134671065921487 0.0475285171102662 0 0.0673854447439353 0 0 0.0741289844329133 0.148148148148148 0 0.0151526630805364 0.00630962596537277 0.00719735137469411
"hoffen" 0.0108688901310478 0 0.0119952019192323 0 0.0128727740828148 0 0.0222915737851092 0.00673355329607434 0.0475285171102662 0 0 0 0 0 0 0.047192071731949 0.0101017753870243 0.0151431023168947 0.0123383166423328
"jemand" 0.0077634929507484 0.0286163971955931 0 0.00834237090181029 0.00214546234713581 0 0.0037152622975182 0.00673355329607434 0 0 0 0 0.0763941940412529 0 0 0.047192071731949 0.00505088769351213 0.0277623542476402 0.015422895802916
"könnten" 0.0131979380162723 0 0.0079968012794882 0.0166847418036206 0 0.0282645562464669 0.0111457868925546 0 0 0 0 0 0 0 0 0 0.0176781069272925 0.011357326737671 0.0159369923296798
"länger" 0.00853984224582324 0.0286163971955931 0.0079968012794882 0.0166847418036206 0.0128727740828148 0 0.00743052459503641 0.0134671065921487 0 0 0 0 0 0 0 0 0.0176781069272925 0.0176669527030438 0.0123383166423328
"umher" 0.0124215887211974 0.0143081985977965 0 0.00834237090181029 0.0257455481656297 0 0.0111457868925546 0.0336677664803717 0.0475285171102662 0.0342583076396026 0.0224618149146451 0.0677506775067751 0.152788388082506 0.148257968865827 0 0 0.0303053261610728 0.0100954015445964 0.00308457916058319
"acht" 0.014750636606422 0.0429245957933896 0.0079968012794882 0 0.0150182364299507 0.0282645562464669 0.0408678852727003 0.00673355329607434 0 0 0 0 0 0 0 0 0.0277798823143167 0.00630962596537277 0.00565506179440252
"aufmerksam" 0.0178560337867213 0 0.0039984006397441 0 0.00429092469427162 0 0 0 0 0 0 0 0 0 0 0 0.0126272192337803 0.011357326737671 0.0159369923296798
"denke" 0.0108688901310478 0.0286163971955931 0.0199920031987205 0.00834237090181029 0.00214546234713581 0 0.0111457868925546 0.00673355329607434 0 0 0.0898472596585804 0 0 0 0 0.047192071731949 0.0277798823143167 0.00883347635152188 0.0107960270620412
"felix" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365008534002344
"gelassen" 0.00853984224582324 0 0.0319872051179528 0.00834237090181029 0.010727311735679 0 0.018576311487591 0.060601979664669 0 0 0 0.0677506775067751 0 0.0741289844329133 0 0 0.0202035507740485 0.0126192519307455 0.00616915832116638
"großes" 0.0248431774423949 0.0286163971955931 0.0119952019192323 0 0.0193091611242223 0 0.00743052459503641 0.0134671065921487 0 0 0 0 0 0 0 0 0.0075763315402682 0.00630962596537277 0.00668325484793025
"kannst" 0 0.0143081985977965 0.0199920031987205 0.0166847418036206 0.0193091611242223 0.0282645562464669 0.0334373606776638 0.0471348730725204 0.0950570342205323 0 0.0224618149146451 0 0 0 0 0.0943841434638981 0.0202035507740485 0.0151431023168947 0.00616915832116638
"kindern" 0.0108688901310478 0 0.0079968012794882 0.0250271127054309 0.00429092469427162 0.0282645562464669 0.00743052459503641 0.00673355329607434 0.0475285171102662 0.0342583076396026 0 0 0 0 0 0 0.037881657701341 0.00252385038614911 0.0138806062226244
"plan" 0.0139742873113471 0 0.0039984006397441 0.00834237090181029 0.0171636987770865 0 0 0 0 0 0 0 0 0 0 0 0.0075763315402682 0.011357326737671 0.0159369923296798
"schöner" 0.0209614309670207 0.0143081985977965 0.0119952019192323 0 0.00858184938854323 0 0.0148610491900728 0.020200659888223 0 0 0.0449236298292902 0.0677506775067751 0 0 0 0 0.0075763315402682 0.0138811771238201 0.00616915832116638
"sollt" 0.00155269859014968 0 0.0319872051179528 0.0333694836072412 0.0300364728599013 0.0565291124929339 0.0891662951404369 0.00673355329607434 0 0.0342583076396026 0 0 0 0 0 0.0943841434638981 0.0075763315402682 0 0.00514096526763865
"tische" 0.0108688901310478 0.0143081985977965 0.0039984006397441 0.00834237090181029 0.00643638704140742 0.0282645562464669 0.018576311487591 0.00673355329607434 0 0 0 0 0 0 0 0 0.0227289946208046 0.011357326737671 0.0133665096958605
"unsrer" 0.00621079436059872 0 0.0359856057576969 0.00834237090181029 0.0364728599013087 0.0282645562464669 0.0222915737851092 0.0471348730725204 0 0.0342583076396026 0 0 0 0 0 0 0 0 0.0107960270620412
"verbindung" 0.00621079436059872 0 0.0039984006397441 0 0 0 0.0037152622975182 0 0 0 0 0.0677506775067751 0 0 0 0 0.00252544384675607 0.0265004290545656 0.0195356680170269
"womit" 0.0155269859014968 0 0.0039984006397441 0 0.00858184938854323 0 0.0037152622975182 0.00673355329607434 0 0 0 0 0 0 0 0 0.0126272192337803 0.0126192519307455 0.0149087992761521
"wozu" 0.0100925408359729 0.0143081985977965 0.0159936025589764 0 0.00643638704140742 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0138811771238201 0.0179933784367353
"arzt" 0 0 0 0 0.00214546234713581 0 0 0 0 0 0 0 0 0 0 0 0.00252544384675607 0.00757155115844733 0.0318739846593596
"dingen" 0.0170796844916465 0.0143081985977965 0.0079968012794882 0.00834237090181029 0.00858184938854323 0 0.0037152622975182 0 0 0 0.0224618149146451 0 0 0 0 0.047192071731949 0 0.0176669527030438 0.0118242201155689
"drückte" 0.00232904788522452 0 0 0 0 0 0 0 0 0 0.0224618149146451 0.13550135501355 0 0 0 0 0.0277798823143167 0.0189288778961183 0.0195356680170269
"gewinnen" 0.0116452394261226 0 0.0039984006397441 0.00834237090181029 0.0171636987770865 0 0.018576311487591 0.00673355329607434 0 0.0342583076396026 0 0 0 0 0 0.047192071731949 0.00505088769351213 0.0252385038614911 0.00771144790145798
"natürlich" 0.0201850816719458 0 0.0079968012794882 0 0.010727311735679 0.0282645562464669 0 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.011357326737671 0.0118242201155689
"schienen" 0.0077634929507484 0 0.0039984006397441 0 0.00214546234713581 0 0 0 0 0 0 0.0677506775067751 0.0763941940412529 0 0 0 0.0075763315402682 0.0164050275099692 0.0205638610705546
"seien" 0.019408732376871 0 0.0079968012794882 0 0.00214546234713581 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.0100954015445964 0.0143947027493882
"treten" 0.0100925408359729 0 0.0279888044782087 0.0166847418036206 0.0343273975541729 0 0.0148610491900728 0.0336677664803717 0.0475285171102662 0 0 0 0 0 0 0 0.00252544384675607 0.00504770077229822 0.00873964095498571
"verlegenheit" 0.00310539718029936 0.0143081985977965 0 0 0.00214546234713581 0 0 0.00673355329607434 0 0 0 0 0 0 0 0 0.0101017753870243 0.0100954015445964 0.0262189228649571
"zeigt" 0.0186323830817962 0.0429245957933896 0.0199920031987205 0 0.0214546234713581 0.0282645562464669 0.0111457868925546 0.0336677664803717 0 0 0 0.0677506775067751 0 0 0 0 0 0.00504770077229822 0.00719735137469411
"ziemlich" 0.0178560337867213 0.0572327943911861 0 0.0166847418036206 0.00429092469427162 0 0.0037152622975182 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0176669527030438 0.011310123588805
"besitz" 0.0116452394261226 0 0 0 0.0193091611242223 0 0.0148610491900728 0.00673355329607434 0 0 0 0 0 0 0 0 0.0075763315402682 0.00630962596537277 0.0164510888564437
"gedacht" 0.0155269859014968 0 0.0159936025589764 0.0166847418036206 0.0150182364299507 0 0 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.00757155115844733 0.0133665096958605
"grund" 0.014750636606422 0.0143081985977965 0.0079968012794882 0.0333694836072412 0.0236000858184939 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0 0.0138811771238201 0.00976783400851344
"hügel" 0.0201850816719458 0 0.0039984006397441 0.00834237090181029 0.0150182364299507 0 0.0037152622975182 0 0.0475285171102662 0 0 0 0 0 0 0 0.0656615400156578 0.00378577557922366 0.0015422895802916
"lande" 0.0170796844916465 0 0.0159936025589764 0 0.0150182364299507 0 0.0037152622975182 0.0269342131842974 0 0 0 0 0 0 0 0 0.0202035507740485 0.0176669527030438 0.00462686874087479
"legte" 0.00621079436059872 0 0 0 0 0 0.0037152622975182 0.0134671065921487 0 0 0 0 0 0 0 0 0.0151526630805364 0.0176669527030438 0.0195356680170269
"meisten" 0.0139742873113471 0 0 0 0 0 0 0 0 0 0.0224618149146451 0 0 0 0 0 0.0151526630805364 0.0126192519307455 0.0174792819099714
"ton" 0.019408732376871 0.0572327943911861 0.0039984006397441 0 0.0150182364299507 0 0.00743052459503641 0.0269342131842974 0.0475285171102662 0 0 0 0 0.0741289844329133 0 0 0.0075763315402682 0.00378577557922366 0.00925373748174957
"edlen" 0.0124215887211974 0 0 0.00834237090181029 0.0343273975541729 0 0.00743052459503641 0.0471348730725204 0 0 0 0 0 0 0 0 0.0126272192337803 0.00126192519307455 0.0102819305352773
"entfernen" 0.00155269859014968 0 0.0039984006397441 0.00834237090181029 0.0128727740828148 0 0.0037152622975182 0 0 0 0 0 0 0 0.148148148148148 0.0943841434638981 0.0126272192337803 0.0214527282822674 0.0164510888564437
"gaben" 0.00853984224582324 0 0.0039984006397441 0.0166847418036206 0.0128727740828148 0 0 0.0134671065921487 0.0475285171102662 0 0.0224618149146451 0 0.0763941940412529 0.0741289844329133 0 0 0.00505088769351213 0.00757155115844733 0.0174792819099714
"geschwind" 0.00543444506552388 0.0715409929889827 0.0039984006397441 0.0417118545090515 0.0128727740828148 0.0282645562464669 0.0297220983801456 0.020200659888223 0 0.0342583076396026 0.0224618149146451 0 0 0 0 0 0.00505088769351213 0.0164050275099692 0.00771144790145798
"gesetzt" 0.0163033351965716 0 0.0199920031987205 0 0.00429092469427162 0 0 0 0 0 0 0 0 0 0 0.047192071731949 0.0101017753870243 0.0151431023168947 0.0118242201155689
"herren" 0.0100925408359729 0.0286163971955931 0.039984006397441 0.0333694836072412 0.0150182364299507 0.0282645562464669 0.0037152622975182 0 0.0475285171102662 0.0685166152792052 0.0224618149146451 0 0 0 0 0.047192071731949 0.0126272192337803 0.00378577557922366 0.00873964095498571
"hinein" 0.0124215887211974 0 0.0039984006397441 0.0333694836072412 0.0193091611242223 0 0.018576311487591 0 0 0.0342583076396026 0.0224618149146451 0 0 0 0 0 0.0227289946208046 0.00630962596537277 0.00873964095498571
"laut" 0.00621079436059872 0.100157390184576 0.0319872051179528 0.0417118545090515 0.0150182364299507 0 0.018576311487591 0 0 0 0 0 0 0 0 0 0.0151526630805364 0.00757155115844733 0.00822554442822184
"musik" 0.0124215887211974 0.0143081985977965 0.0199920031987205 0 0.0150182364299507 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.00883347635152188 0.0133665096958605
"person" 0.00853984224582324 0 0 0 0.00214546234713581 0 0.00743052459503641 0 0 0 0 0 0 0 0 0 0 0.0126192519307455 0.0226202471776101
"saal" 0.0155269859014968 0 0 0 0.0193091611242223 0 0.0297220983801456 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.00504770077229822 0.0118242201155689
"schönes" 0.014750636606422 0 0.0119952019192323 0.0333694836072412 0.010727311735679 0.0282645562464669 0.00743052459503641 0.020200659888223 0.0475285171102662 0 0.0449236298292902 0.0677506775067751 0 0.0741289844329133 0 0 0.0126272192337803 0.00883347635152188 0.00719735137469411
"spur" 0.0155269859014968 0 0 0.00834237090181029 0.0128727740828148 0 0 0.0134671065921487 0 0 0 0 0 0 0 0.047192071731949 0.00252544384675607 0.00630962596537277 0.0164510888564437
"wenigen" 0.014750636606422 0.0143081985977965 0.0119952019192323 0.00834237090181029 0.00643638704140742 0 0.0037152622975182 0.0134671065921487 0 0 0.0224618149146451 0 0 0 0 0 0.0101017753870243 0.0138811771238201 0.011310123588805
"zustande" 0.0108688901310478 0 0.0039984006397441 0 0.00214546234713581 0 0 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0189288778961183 0.0179933784367353
"bette" 0.0038817464753742 0 0.0079968012794882 0 0.00429092469427162 0 0.0111457868925546 0.0269342131842974 0 0 0 0 0 0 0 0 0.0328307700078289 0.00504770077229822 0.0174792819099714
"erscheinen" 0.0170796844916465 0 0.0079968012794882 0.00834237090181029 0.00858184938854323 0 0.0037152622975182 0 0 0 0 0 0 0 0 0 0 0.0138811771238201 0.0133665096958605
"gleichfalls" 0.0201850816719458 0 0 0 0.00643638704140742 0 0.0037152622975182 0 0 0 0 0 0 0 0 0 0 0.0176669527030438 0.0118242201155689
"liebt" 0.0038817464753742 0.0715409929889827 0.039984006397441 0.0834237090181029 0.00429092469427162 0 0.0148610491900728 0.00673355329607434 0 0 0 0 0 0 0.148148148148148 0 0.0303053261610728 0.00757155115844733 0.00565506179440252
"mannes" 0.0077634929507484 0 0.0079968012794882 0 0.00643638704140742 0 0.0111457868925546 0.0336677664803717 0 0.0342583076396026 0 0 0 0 0 0 0.0075763315402682 0.011357326737671 0.0159369923296798
"pferd" 0.00698714365567356 0 0.0359856057576969 0 0.00214546234713581 0 0.0928815574379551 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0100954015445964 0.00668325484793025
"siehst" 0 0 0.0279888044782087 0.0166847418036206 0.0171636987770865 0.0282645562464669 0.0445831475702185 0.020200659888223 0 0.0685166152792052 0 0 0.0763941940412529 0 0.148148148148148 0.047192071731949 0.0252544384675607 0.0100954015445964 0.00565506179440252
"tode" 0.00310539718029936 0 0.0119952019192323 0 0 0 0.0111457868925546 0.0471348730725204 0 0 0 0 0 0 0 0 0.0202035507740485 0.0151431023168947 0.015422895802916
"wahrscheinlich" 0.0232904788522452 0 0.0039984006397441 0 0.00214546234713581 0 0 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.00883347635152188 0.0133665096958605
"wald" 0.00077634929507484 0 0.0039984006397441 0.0166847418036206 0.0278910105127655 0 0.0743052459503641 0 0.142585551330798 0.239808153477218 0 0 0 0.148257968865827 0 0 0.0202035507740485 0.00126192519307455 0.00462686874087479
"wodurch" 0.0186323830817962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00505088769351213 0.0100954015445964 0.0169651853832075
"deswegen" 0.0124215887211974 0 0.0159936025589764 0 0 0 0.0037152622975182 0 0 0 0 0 0 0 0 0 0.0075763315402682 0.0201908030891929 0.0133665096958605
"entfernt" 0.00853984224582324 0.0143081985977965 0.0039984006397441 0 0.0171636987770865 0.0282645562464669 0.00743052459503641 0.0134671065921487 0 0 0 0 0 0 0 0.047192071731949 0.00252544384675607 0.0176669527030438 0.0123383166423328
"freien" 0.0155269859014968 0 0.0159936025589764 0 0.010727311735679 0 0.0222915737851092 0 0 0 0.0224618149146451 0 0 0 0 0.141576215195847 0.00505088769351213 0.0100954015445964 0.00873964095498571
"führt" 0.0116452394261226 0.0286163971955931 0.0119952019192323 0.00834237090181029 0.0214546234713581 0.0847936687394008 0.0111457868925546 0.0336677664803717 0 0 0.0224618149146451 0 0 0.0741289844329133 0 0 0.00252544384675607 0.00757155115844733 0.00771144790145798
"geschöpf" 0.0038817464753742 0.0143081985977965 0.0079968012794882 0.0166847418036206 0 0 0 0 0 0 0.0224618149146451 0 0 0.0741289844329133 0 0 0.0328307700078289 0.00630962596537277 0.0185074749634991
"gewisse" 0.0170796844916465 0 0 0 0 0 0.0037152622975182 0.0134671065921487 0 0 0 0 0 0 0 0 0.0075763315402682 0.0138811771238201 0.0138806062226244
"herbei" 0.00232904788522452 0 0.0119952019192323 0.0333694836072412 0.0150182364299507 0 0.00743052459503641 0.0134671065921487 0 0.0342583076396026 0.0449236298292902 0 0 0 0 0 0.00252544384675607 0.0176669527030438 0.0138806062226244
"kennt" 0.0077634929507484 0.0429245957933896 0.0199920031987205 0.00834237090181029 0.0214546234713581 0.0565291124929339 0.018576311487591 0.0269342131842974 0 0.0342583076396026 0 0 0.0763941940412529 0 0.148148148148148 0 0.00252544384675607 0.00504770077229822 0.00925373748174957
"neues" 0.0116452394261226 0.0143081985977965 0.0199920031987205 0 0.0150182364299507 0 0 0.040401319776446 0.0475285171102662 0 0 0 0 0 0 0 0.00505088769351213 0.011357326737671 0.0102819305352773
"reichen" 0.0139742873113471 0.0143081985977965 0.0119952019192323 0.0166847418036206 0.0171636987770865 0 0 0.00673355329607434 0.0475285171102662 0 0 0.0677506775067751 0 0 0 0 0.00505088769351213 0.0176669527030438 0.00771144790145798
"schlug" 0.00543444506552388 0 0.0079968012794882 0.0166847418036206 0.010727311735679 0 0.00743052459503641 0.020200659888223 0.0950570342205323 0 0 0 0 0.0741289844329133 0 0 0.0126272192337803 0.0138811771238201 0.0133665096958605
"setzen" 0.0100925408359729 0 0.0079968012794882 0.00834237090181029 0.00429092469427162 0 0.0222915737851092 0 0 0 0 0 0 0 0 0 0.0101017753870243 0.00504770077229822 0.0174792819099714
"stark" 0.014750636606422 0.0143081985977965 0.0039984006397441 0 0.0150182364299507 0 0.0148610491900728 0 0 0.0342583076396026 0 0 0 0.0741289844329133 0 0 0.0151526630805364 0.00630962596537277 0.0107960270620412
"versprach" 0.00931619154089808 0 0.0079968012794882 0.00834237090181029 0 0 0.0037152622975182 0.00673355329607434 0 0 0.0449236298292902 0 0 0 0 0 0.00505088769351213 0.0151431023168947 0.0169651853832075
"weib" 0.0038817464753742 0.0429245957933896 0.0199920031987205 0.0333694836072412 0.0150182364299507 0.113058224985868 0.018576311487591 0.0471348730725204 0 0.13703323055841 0 0.0677506775067751 0 0 0 0 0.0176781069272925 0.00126192519307455 0.00668325484793025
"weislingen" 0 0 0 0 0 0 0.245207311636202 0 0 0 0 0 0 0 0 0 0 0 0
"briefe" 0.0124215887211974 0 0.0239904038384646 0 0 0.0565291124929339 0 0 0 0 0 0 0 0 0 0 0.0176781069272925 0.0151431023168947 0.011310123588805
